Datetime;Latitude;Longitude;Azimuth;Altitude
2019-11-01 22:50:00;-7.921179;112.599392;103.40594263754235;10.916291784364935
2019-11-01 23:00:00;-7.921179;112.599392;103.18512945186501;13.312369956529597
2019-11-01 23:10:00;-7.921179;112.599392;102.98737498482564;15.715314176357415
2019-11-01 23:20:00;-7.921179;112.599392;102.81274070812675;18.121306368102353
2019-11-01 23:30:00;-7.921179;112.599392;102.66152715009183;20.530631692162256
2019-11-01 23:40:00;-7.921179;112.599392;102.53426706547616;22.942487601309647
2019-11-01 23:50:00;-7.921179;112.599392;102.43173909584509;25.356284991728618
2019-11-02 00:00:00;-7.921179;112.599392;102.35503607146585;27.771550872819137
2019-11-02 00:10:00;-7.921179;112.599392;102.30556501130745;30.18787543323101
2019-11-02 00:20:00;-7.921179;112.599392;102.28514274568911;32.60489155029635
2019-11-02 00:30:00;-7.921179;112.599392;102.29603006722611;35.022235516441846
2019-11-02 00:40:00;-7.921179;112.599392;102.34104784404566;37.43954874673608
2019-11-02 00:50:00;-7.921179;112.599392;102.42369313300281;39.85645216568011
2019-11-02 01:00:00;-7.921179;112.599392;102.54827578346385;42.272539377018326
2019-11-02 01:10:00;-7.921179;112.599392;102.72015066373805;44.68734934298175
2019-11-02 01:20:00;-7.921179;112.599392;102.94597720826619;47.10036296919346
2019-11-02 01:30:00;-7.921179;112.599392;103.23408824783566;49.51096212353357
2019-11-02 01:40:00;-7.921179;112.599392;103.59502959452499;51.91840914557172
2019-11-02 01:50:00;-7.921179;112.599392;104.04222257005323;54.32179903524288
2019-11-02 02:00:00;-7.921179;112.599392;104.59301585491222;56.71998432076649
2019-11-02 02:10:00;-7.921179;112.599392;105.27009250733559;59.111510171849346
2019-11-02 02:20:00;-7.921179;112.599392;106.10364879364396;61.494453890240074
2019-11-02 02:30:00;-7.921179;112.599392;107.13458388658734;63.86622341914866
2019-11-02 02:40:00;-7.921179;112.599392;108.41952688457432;66.22324656963919
2019-11-02 02:50:00;-7.921179;112.599392;110.0387256801634;68.56042119040167
2019-11-02 03:00:00;-7.921179;112.599392;112.10907213081015;70.87026139410574
2019-11-02 03:10:00;-7.921179;112.599392;114.80591768307633;73.14129246294581
2019-11-02 03:20:00;-7.921179;112.599392;118.40040035644391;75.35522998051374
2019-11-02 03:30:00;-7.921179;112.599392;123.32321821959559;77.48154300121959
2019-11-02 03:40:00;-7.921179;112.599392;130.26475313345787;79.46681944575383
2019-11-02 03:50:00;-7.921179;112.599392;140.2789442680988;81.2147331562518
2019-11-02 04:00:00;-7.921179;112.599392;154.62070227972478;82.5559978941347
2019-11-02 04:10:00;-7.921179;112.599392;173.48393623887247;83.24381160393334
2019-11-02 04:20:00;-7.921179;112.599392;193.8565054008096;83.08044713936496
2019-11-02 04:30:00;-7.921179;112.599392;211.18431283453842;82.11870186271382
2019-11-02 04:40:00;-7.921179;112.599392;223.78741887218095;80.6005966970301
2019-11-02 04:50:00;-7.921179;112.599392;232.51043104612268;78.7492397715523
2019-11-02 05:00:00;-7.921179;112.599392;238.59776884200483;76.70323611510746
2019-11-02 05:10:00;-7.921179;112.599392;242.9614127781859;74.53981467664094
2019-11-02 05:20:00;-7.921179;112.599392;246.18121859444327;72.3021217611397
2019-11-02 05:30:00;-7.921179;112.599392;248.61883114695078;70.01525831380354
2019-11-02 05:40:00;-7.921179;112.599392;250.50390871636094;67.69451029799495
2019-11-02 05:50:00;-7.921179;112.599392;251.98671546441403;65.3496107332812
2019-11-02 06:00:00;-7.921179;112.599392;253.16850211536632;62.98704146918462
2019-11-02 06:10:00;-7.921179;112.599392;254.11959229691226;60.61123529847655
2019-11-02 06:20:00;-7.921179;112.599392;254.88995567301964;58.22536825912106
2019-11-02 06:30:00;-7.921179;112.599392;255.51606545385638;55.831745539963016
2019-11-02 06:40:00;-7.921179;112.599392;256.02502383004907;53.43209859395702
2019-11-02 06:50:00;-7.921179;112.599392;256.4372667275943;51.027759307991225
2019-11-02 07:00:00;-7.921179;112.599392;256.76861286460996;48.61977270100865
